gameId,gameDate,season,teamId,opponentTeamId,teamCity,teamName,opponentTeamCity,opponentTeamName,home,win,teamScore,opponentScore,point_diff,assists,reboundsTotal,steals,blocks,turnovers,fieldGoalsPercentage,threePointersPercentage,pointsInThePaint,pointsFastBreak,benchPoints,days_rest,is_back_to_back,month,season_part,streak,win_pct_ewm,h2h_win_pct,teamScore_ewm,assists_ewm,reboundsTotal_ewm,steals_ewm,blocks_ewm,turnovers_ewm,fieldGoalsPercentage_ewm,threePointersPercentage_ewm,pointsInThePaint_ewm,pointsFastBreak_ewm,benchPoints_ewm,efg_pct_ewm,ts_pct_ewm,tov_rate_ewm,pace_ewm,opp_score_ewm,opp_assists_ewm,opp_rebounds_ewm,opp_fg_pct_ewm,opp_win_pct_ewm
21900119,2019-11-08 19:30:00,2020,1610612737,1610612758,Atlanta,Hawks,Sacramento,Kings,1,0,109,121,-12,23.0,34.0,8.0,6.0,13.0,0.529,0.321,0.0,0.0,0.0,2.0,0,11,early,-1,0.3367858629799623,0.5,99.79237079621218,22.096084083051988,44.75615055931064,8.243110412096545,4.588417553423369,19.575382987260564,0.43441517647142336,0.28619562200418924,0.0,0.0,0.0,0.48864490281142703,0.5265008989355507,0.18562626176321104,104.97057925799369,108.26727893559924,21.80024417291428,42.827278135613476,0.4426576227473636,0.3701707730074425
21900138,2019-11-10 21:00:00,2020,1610612737,1610612757,Atlanta,Hawks,Portland,Trail Blazers,0,0,113,124,-11,21.0,48.0,11.0,8.0,16.0,0.404,0.268,0.0,0.0,0.0,2.0,0,11,early,-2,0.2706851538977807,0.5,101.5995452837363,22.27349498305906,42.645048945145085,8.195395313598485,4.865467782970051,18.284837493162147,0.45297926894351126,0.2930266512057453,0.0,0.0,0.0,0.5066653380498559,0.5379854232034225,0.176006273607543,103.04506421492638,112.7688847047955,16.961414979254503,46.366086031677106,0.4456703699648937,0.22138823880060676
21900150,2019-11-12 21:00:00,2020,1610612737,1610612743,Atlanta,Hawks,Denver,Nuggets,0,1,125,121,4,30.0,45.0,1.0,5.0,15.0,0.53,0.441,0.0,0.0,0.0,2.0,0,11,early,-3,0.21831478924314313,0.5,103.80522949700821,22.027107637139675,43.681089287262964,8.73801158945977,5.471916244822372,17.842782319575953,0.4435030854951279,0.2881846610527713,0.0,0.0,0.0,0.4970043295302856,0.52895387897287,0.1677501967194479,106.32539251137807,102.85495489233126,25.13348468599142,46.735504765147645,0.43560871698698456,0.8400851213638768
21900165,2019-11-14 21:00:00,2020,1610612737,1610612756,Atlanta,Hawks,Phoenix,Suns,0,0,112,128,-16,25.0,49.0,15.0,5.0,22.0,0.44,0.258,0.0,0.0,0.0,2.0,0,11,early,1,0.3678076834401568,0.5,107.85860998922185,23.551878399133784,43.93332353312211,7.258160452557307,5.381664920777523,17.2991162111766,0.46004513325361757,0.31740973398820477,0.0,0.0,0.0,0.5206187247708388,0.5498113029346149,0.16353085808833837,105.68178014707641,117.0330860047949,28.78183956138491,41.02291228966843,0.4765338015532475,0.5367002716245525
21900182,2019-11-16 22:30:00,2020,1610612737,1610612746,Atlanta,Hawks,Los Angeles,Clippers,0,0,101,150,-49,19.0,38.0,11.0,10.0,19.0,0.378,0.25,0.0,0.0,0.0,2.0,0,11,early,-1,0.2981233925404117,0.5,108.64323151626864,23.82623734114698,44.89324844146149,8.724917737443995,5.309355258518887,18.189738588508103,0.4562474124346709,0.30615405507799487,0.0,0.0,0.0,0.5135893899064363,0.5474651853361137,0.1700313436718104,106.72725378667872,108.96093733973544,21.89189269175268,49.217438719897864,0.44579666075271945,0.445407724471897
21900188,2019-11-17 21:30:00,2020,1610612737,1610612747,Atlanta,Hawks,Los Angeles,Lakers,0,0,101,122,-21,16.0,37.0,11.0,2.0,20.0,0.43,0.286,0.0,0.0,0.0,0.0,1,11,early,-2,0.2420696509156366,0.5,107.20613622179863,22.918798784798796,43.59716642723079,9.152683141002981,6.1912994298638155,18.34208551915742,0.44153518136133874,0.2955958601382984,0.0,0.0,0.0,0.4943212240882637,0.5338702148977975,0.1701646758289887,107.58327000784824,109.75757925794069,27.928808139024287,46.20254718707025,0.4749419549036447,0.8435391606935354
21900204,2019-11-20 19:30:00,2020,1610612737,1610612749,Atlanta,Hawks,Milwaukee,Bucks,1,0,127,135,-8,27.0,43.0,8.0,2.0,13.0,0.458,0.452,0.0,0.0,0.0,2.0,0,11,early,-3,0.19683586303629405,0.5,106.04644086822877,21.62593338251624,42.364402114788845,9.497877751850444,5.408101913644228,18.651887890767647,0.4393796862595162,0.2938027518309423,0.0,0.0,0.0,0.4910367313510687,0.5313939743048328,0.17297144872054238,107.66114129818409,116.37279795943275,23.43394890333664,52.37957605395479,0.47083601785919976,0.8650070362976706
21900215,2019-11-22 19:00:00,2020,1610612737,1610612765,Atlanta,Hawks,Detroit,Pistons,0,0,103,128,-25,26.0,34.0,12.0,2.0,20.0,0.432,0.27,0.0,0.0,0.0,1.0,1,11,early,-4,0.16023919521804722,0.5,109.94222708993996,22.625105625822933,42.482575522379534,9.219385135356541,4.774451258217827,17.60106178370678,0.4428416643062016,0.3232155430352375,0.0,0.0,0.0,0.4985133751492545,0.5402763850492132,0.16208088341304833,108.77275938681588,105.052651636469,25.181563370979053,41.36999337630658,0.4427753832419645,0.17731889163348305
21900228,2019-11-23 19:30:00,2020,1610612737,1610612761,Atlanta,Hawks,Toronto,Raptors,1,0,116,119,-3,32.0,38.0,9.0,7.0,15.0,0.522,0.412,0.0,0.0,0.0,1.0,1,11,early,-5,0.13056860112703667,0.5,108.65677379124524,23.250015910350903,40.91190453374667,9.734256012360136,4.260721661686483,18.04525973395355,0.4408341740634893,0.3133619190540219,0.0,0.0,0.0,0.4966845042601287,0.5401104017970326,0.16717818546662977,108.16305757776327,113.42669750355972,26.80554357640593,46.48410141574179,0.4719464165130594,0.7200854128256621
21900243,2019-11-25 19:30:00,2020,1610612737,1610612750,Atlanta,Hawks,Minnesota,Timberwolves,1,0,113,125,-12,26.0,42.0,6.0,4.0,18.0,0.436,0.313,0.0,0.0,0.0,2.0,0,11,early,-6,0.1064725752317169,0.5,110.01194316086412,24.864798035516543,40.37452168332008,9.59875136779088,4.766246889074581,17.483266599509797,0.45581307271675975,0.33156526757903554,0.0,0.0,0.0,0.5157510550177155,0.553295519255753,0.16350785856008943,106.99615712990489,108.37356255675107,22.517705513862936,49.95520436896276,0.4367441050074856,0.34496366136503703
21900261,2019-11-27 20:00:00,2020,1610612737,1610612749,Atlanta,Hawks,Milwaukee,Bucks,0,0,102,111,-9,22.0,49.0,4.0,5.0,19.0,0.404,0.324,0.0,0.0,0.0,2.0,0,11,early,-7,0.08687686582019835,0.0,110.56187908001868,25.073725900471352,40.673682295140196,8.936420378857235,4.62522323727403,17.578368624958088,0.4521665823913219,0.3281484291318192,0.0,0.0,0.0,0.5108942354126091,0.5500847226214725,0.16236306450645882,108.36615669523836,119.96435094662499,24.435042148269506,51.29805614404597,0.4743040343711584,0.9404185527305269
21900272,2019-11-29 20:00:00,2020,1610612737,1610612754,Atlanta,Hawks,Indiana,Pacers,0,0,104,105,-1,14.0,48.0,10.0,3.0,24.0,0.433,0.281,0.0,0.0,0.0,2.0,0,11,early,-8,0.0709231628245884,0.5,108.9896115420801,24.509279777293727,42.202692330853736,8.029916859856499,4.694045668950614,17.83943104373363,0.4433214733679935,0.32738662901803106,0.0,0.0,0.0,0.5020561604532103,0.5393995843085807,0.1646515541388403,108.4237895624471,112.75981762941841,25.248010595909946,47.10931671072234,0.48747008960692084,0.7910826021232618
21900282,2019-11-30 20:00:00,2020,1610612737,1610612745,Atlanta,Hawks,Houston,Rockets,0,0,111,158,-47,26.0,29.0,5.0,2.0,14.0,0.427,0.326,0.0,0.0,0.0,1.0,1,11,early,-9,0.05792276068856143,0.5,108.07500263342165,22.582901175104997,43.265354062276764,8.391038276940185,4.383522645779438,18.96867952375799,0.44142952017419584,0.3188838380122127,0.0,0.0,0.0,0.4986242170374363,0.5378683048249597,0.1737777027146826,109.06465412389902,117.3108854430213,20.406746387586136,47.16524403542019,0.4498598962697757,0.583367160666038
21900295,2019-12-02 19:30:00,2020,1610612737,1610612744,Atlanta,Hawks,Golden State,Warriors,1,1,104,79,25,21.0,38.0,13.0,4.0,15.0,0.461,0.276,0.0,0.0,0.0,1.0,1,12,early,-10,0.047321104019289024,0.5,108.61036761724421,23.20833594575233,40.654353063083455,7.77037339258186,3.9472642828561466,18.059257497177537,0.43878847169911217,0.32018631574809087,0.0,0.0,0.0,0.5009325551568232,0.5410039348993784,0.16614490465180196,108.50372763411477,102.59303135645575,24.001328894089013,42.52636195016892,0.4218388631338254,0.19734765159533368
21900309,2019-12-04 19:30:00,2020,1610612737,1610612751,Atlanta,Hawks,Brooklyn,Nets,1,0,118,130,-12,24.0,35.0,8.0,9.0,16.0,0.533,0.346,0.0,0.0,0.0,2.0,0,12,early,1,0.2214795967675354,0.5,107.76754987600725,22.804631758101483,40.16911283089334,8.72639739125193,3.956904858553288,17.499996998299014,0.4428489440228278,0.3121086495131694,0.0,0.0,0.0,0.501789093599641,0.5415394049704527,0.16330359314960075,106.87604406608313,108.24457791246361,25.195692759757616,45.46005112970132,0.44381631261764776,0.5414045209066441
