gameId,gameDate,season,teamId,opponentTeamId,teamCity,teamName,opponentTeamCity,opponentTeamName,home,win,teamScore,opponentScore,point_diff,assists,reboundsTotal,steals,blocks,turnovers,fieldGoalsPercentage,threePointersPercentage,pointsInThePaint,pointsFastBreak,benchPoints,days_rest,is_back_to_back,month,season_part,streak,win_pct_ewm,h2h_win_pct,teamScore_ewm,assists_ewm,reboundsTotal_ewm,steals_ewm,blocks_ewm,turnovers_ewm,fieldGoalsPercentage_ewm,threePointersPercentage_ewm,pointsInThePaint_ewm,pointsFastBreak_ewm,benchPoints_ewm,efg_pct_ewm,ts_pct_ewm,tov_rate_ewm,pace_ewm,opp_score_ewm,opp_assists_ewm,opp_rebounds_ewm,opp_fg_pct_ewm,opp_win_pct_ewm,top5_points_avg,top5_assists_avg,top5_rebounds_avg,top5_plusminus_avg,star_points_max
12500043,2025-10-09 22:30:00,2026,15018,1610612746,Guangzhou,Loong-Lions,LA,Clippers,0,0,95,142,-47,19.0,25.0,7.0,1.0,21.0,0.378,0.405,14.0,7.0,36.0,3.0,0,10,early,-1,0.0,0.5,88.0,19.0,30.0,12.0,2.0,20.0,0.377,0.324,20.0,5.0,34.0,0.448051948051948,0.5025125628140703,0.2050020500205002,97.56,110.58048329330572,26.4837827949858,39.61923019629604,0.4960885826545704,0.5233969879186428,3.9292938906296713,1.0646259005155403,1.7235077757761192,-0.07436651481808765,10.881124239807201
12500055,2025-10-13 20:00:00,2026,15018,1610612750,Guangzhou,Loong-Lions,Minnesota,Timberwolves,0,0,74,134,-60,11.0,25.0,10.0,5.0,18.0,0.333,0.161,34.0,9.0,36.0,3.0,0,10,early,-2,0.0,0.5,91.85,19.0,27.25,9.25,1.45,20.549999999999997,0.37755,0.36855,16.7,6.1,35.1,0.4654747279747279,0.5257292771195426,0.205264621139362,100.112,113.67453863639255,24.711571008719883,44.225725628182474,0.4594968124388698,0.3607570458993143,7.333029085698067,1.1942814809291638,2.2086723911730934,-8.992161198303828,14.0
11900026,2019-10-09 19:30:00,2020,1610612737,1610612753,Atlanta,Hawks,Orlando,Magic,1,0,88,97,-9,21.0,52.0,11.0,5.0,27.0,0.338,0.275,0.0,0.0,0.0,2.0,0,10,early,-1,0.0,0.5,109.0,26.0,44.0,5.0,9.0,29.0,0.46,0.341,0.0,0.0,0.0,0.5402298850574713,0.558630586305863,0.2466825450833616,117.56,119.5,30.65,52.5,0.48695,1.0,20.0,5.0,7.0,0.0,25.0
11900053,2019-10-14 19:30:00,2020,1610612737,1610612748,Atlanta,Hawks,Miami,Heat,0,0,87,120,-33,18.0,40.0,7.0,3.0,26.0,0.41,0.258,0.0,0.0,0.0,5.0,0,10,early,-2,0.0,0.5,97.45,23.25,48.4,8.299999999999999,6.8,27.9,0.3929,0.3047,0.0,0.0,0.0,0.466540948275862,0.5135154796088689,0.2481009414470401,112.478,107.55,23.9,45.7,0.4731,1.0,20.0,5.0,7.0,0.0,25.0
11900063,2019-10-16 20:00:00,2020,1610612737,1610612752,Atlanta,Hawks,New York,Knicks,0,1,100,96,4,23.0,58.0,9.0,4.0,12.0,0.367,0.294,0.0,0.0,0.0,2.0,0,10,early,-3,0.0,0.5,93.24916943521596,21.13953488372093,45.02325581395349,7.777408637873753,5.2724252491694354,27.13621262458472,0.3997740863787375,0.2859269102990033,0.0,0.0,0.0,0.4645299818465416,0.505527690696771,0.2441488857865698,111.12810631229236,101.25,22.8,53.35,0.4026,0.4499999999999999,20.0,5.0,7.0,0.0,25.0
11900070,2019-10-17 20:00:00,2020,1610612737,1610612741,Atlanta,Hawks,Chicago,Bulls,0,0,93,111,-18,25.0,42.0,4.0,2.0,17.0,0.418,0.4,0.0,0.0,0.0,1.0,1,10,early,1,0.3294554455445544,0.5,95.47326732673268,21.752475247524753,49.29851485148515,8.18019801980198,4.853217821782178,22.149504950495057,0.3889764851485149,0.2885866336633663,0.0,0.0,0.0,0.4493214503954929,0.4919577802905759,0.2018441231489464,108.67428712871288,105.8220297029703,25.0509900990099,50.203217821782175,0.4088435643564356,0.3294554455445544,20.0,5.0,7.0,0.0,25.0
21900014,2019-10-24 19:00:00,2020,1610612737,1610612765,Atlanta,Hawks,Detroit,Pistons,0,1,117,100,17,27.0,42.0,9.0,2.0,13.0,0.512,0.355,0.0,0.0,0.0,6.0,0,10,early,-1,0.2348777474951471,0.5,94.76325954393052,22.68475127938668,47.20330973902473,6.980176859277269,4.034136585557146,20.67122213289936,0.397308346895159,0.3205703809729221,0.0,0.0,0.0,0.462052967185312,0.4927999551141714,0.1922384935202936,106.45972510342936,109.11760636067478,25.15078702061091,45.362214946940625,0.4567820807663774,0.7308970099667774,20.0,5.0,7.0,0.0,25.0
21900028,2019-10-26 19:30:00,2020,1610612737,1610612753,Atlanta,Hawks,Orlando,Magic,1,1,103,99,4,22.0,52.0,5.0,9.0,18.0,0.512,0.3,0.0,0.0,0.0,2.0,0,10,early,1,0.4336064251846595,0.0,100.53890913782536,23.80557042866819,45.85183046801923,7.504794697287359,3.505801051511144,18.67874076702255,0.427097730864755,0.3295129422959068,0.0,0.0,0.0,0.4915402214577435,0.5243415361014018,0.1759921637688453,104.8442476534529,96.7011038069254,23.199654901367655,44.666172295511174,0.4113878884416849,0.509571617691324,20.0,5.0,7.0,0.0,25.0
21900043,2019-10-28 19:30:00,2020,1610612737,1610612755,Atlanta,Hawks,Philadelphia,76ers,1,0,103,105,-2,23.0,45.0,12.0,3.0,21.0,0.429,0.333,0.0,0.0,0.0,2.0,0,10,early,2,0.5700845241380661,0.5,101.13193317121188,23.37050048686763,47.33329234731678,6.901239795263967,4.829682290817279,18.515191507842456,0.4475557671201743,0.3224015087659976,0.0,0.0,0.0,0.5093558199118847,0.5349657284481599,0.1771320791301175,103.58059463546545,108.56574041221816,26.426068444989195,51.02075283037126,0.45804653259362,0.8261281166338741,20.0,5.0,7.0,0.0,25.0
21900052,2019-10-29 19:30:00,2020,1610612737,1610612748,Atlanta,Hawks,Miami,Heat,0,0,97,112,-15,28.0,33.0,14.0,7.0,20.0,0.422,0.282,0.0,0.0,0.0,1.0,1,10,early,-1,0.440387547503925,0.0,101.55692737748448,23.2862098405624,46.802457093530315,8.0612323141568,4.413420751918603,19.080497414777795,0.4433342406750344,0.3248127165987516,0.0,0.0,0.0,0.5031647397352449,0.5327170338723178,0.1798441312498172,105.28674549757592,118.2946292078741,25.80042262032071,47.14588197358553,0.4848870779283852,0.6478888597283463,20.0,5.0,7.0,0.0,25.0
